Order ID;Customer;Employee;Order Date;Required Date;Shipped Date;Ship Via;Freight;Ship Name;Ship Address;Ship City;Ship Region;Ship Postal Code;Ship Country
10391;Drachenblut Delikatessen;Leverling, Janet;23-Jan-95;20-Feb-95;31-Jan-95;Federal Shipping;Rp5;Drachenblut Delikatessen;Walserweg 21;Aachen;;52066;Germany
10392;Piccolo und mehr;Fuller, Andrew;24-Jan-95;21-Feb-95;01-Feb-95;Federal Shipping;Rp122;Piccolo und mehr;Geislweg 14;Salzburg;;5020;Austria
10393;Save-a-lot Markets;Davolio, Nancy;25-Jan-95;22-Feb-95;03-Feb-95;Federal Shipping;Rp127;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
10394;Hungry Coyote Import Store;Davolio, Nancy;25-Jan-95;22-Feb-95;03-Feb-95;Federal Shipping;Rp30;Hungry Coyote Import Store;"City Center Plaza
516 Main St.";Elgin;OR;97827;USA
10395;HILARIÓN-Abastos;Suyama, Michael;26-Jan-95;23-Feb-95;03-Feb-95;Speedy Express;Rp184;HILARIÓN-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
10396;Frankenversand;Davolio, Nancy;27-Jan-95;10-Feb-95;06-Feb-95;Federal Shipping;Rp135;Frankenversand;Berliner Platz 43;München;;80805;Germany
10397;Princesa Isabel Vinhos;Buchanan, Steven;27-Jan-95;24-Feb-95;02-Feb-95;Speedy Express;Rp60;Princesa Isabel Vinhos;Estrada da saúde n. 58;Lisboa;;1756;Portugal
10398;Save-a-lot Markets;Fuller, Andrew;30-Jan-95;27-Feb-95;09-Feb-95;Federal Shipping;Rp89;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
10399;Vaffeljernet;Callahan, Laura;31-Jan-95;14-Feb-95;08-Feb-95;Federal Shipping;Rp27;Vaffeljernet;Smagsløget 45;Århus;;8200;Denmark
10400;Eastern Connection;Davolio, Nancy;01-Feb-95;01-Mar-95;16-Feb-95;Federal Shipping;Rp84;Eastern Connection;35 King George;London;;WX3 6FW;UK
10401;Rattlesnake Canyon Grocery;Davolio, Nancy;01-Feb-95;01-Mar-95;10-Feb-95;Speedy Express;Rp13;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA
10402;Ernst Handel;Callahan, Laura;02-Feb-95;16-Mar-95;10-Feb-95;United Package;Rp68;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
10403;Ernst Handel;Peacock, Margaret;03-Feb-95;03-Mar-95;09-Feb-95;Federal Shipping;Rp74;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
10404;Magazzini Alimentari Riuniti;Fuller, Andrew;03-Feb-95;03-Mar-95;08-Feb-95;Speedy Express;Rp156;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bergamo;;24100;Italy
10405;LINO-Delicateses;Davolio, Nancy;06-Feb-95;06-Mar-95;22-Feb-95;Speedy Express;Rp35;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela
10406;Queen Cozinha;King, Robert;07-Feb-95;21-Mar-95;13-Feb-95;Speedy Express;Rp108;Queen Cozinha;Alameda dos Canàrios, 891;São Paulo;SP;05487-020;Brazil
10407;Ottilies Käseladen;Fuller, Andrew;07-Feb-95;07-Mar-95;02-Mar-95;United Package;Rp91;Ottilies Käseladen;Mehrheimerstr. 369;Köln;;50739;Germany
10408;Folies gourmandes;Callahan, Laura;08-Feb-95;08-Mar-95;14-Feb-95;Speedy Express;Rp11;Folies gourmandes;184, chaussée de Tournai;Lille;;59000;France
10409;Océano Atlántico Ltda.;Leverling, Janet;09-Feb-95;09-Mar-95;14-Feb-95;Speedy Express;Rp30;Océano Atlántico Ltda.;"Ing. Gustavo Moncada 8585
Piso 20-A";Buenos Aires;;1010;Argentina
10410;Bottom-Dollar Markets;Leverling, Janet;10-Feb-95;10-Mar-95;15-Feb-95;Federal Shipping;Rp2;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canada
10411;Bottom-Dollar Markets;Dodsworth, Anne;10-Feb-95;10-Mar-95;21-Feb-95;Federal Shipping;Rp24;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canada
10412;Wartian Herkku;Callahan, Laura;13-Feb-95;13-Mar-95;15-Feb-95;United Package;Rp4;Wartian Herkku;Torikatu 38;Oulu;;90110;Finland
10413;La maison d'Asie;Leverling, Janet;14-Feb-95;14-Mar-95;16-Feb-95;United Package;Rp96;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;France
10414;Familia Arquibaldo;Fuller, Andrew;14-Feb-95;14-Mar-95;17-Feb-95;Federal Shipping;Rp21;Familia Arquibaldo;Rua Orós, 92;São Paulo;SP;05442-030;Brazil
10415;Hungry Coyote Import Store;Leverling, Janet;15-Feb-95;15-Mar-95;24-Feb-95;Speedy Express;Rp0;Hungry Coyote Import Store;"City Center Plaza
516 Main St.";Elgin;OR;97827;USA
10416;Wartian Herkku;Callahan, Laura;16-Feb-95;16-Mar-95;27-Feb-95;Federal Shipping;Rp23;Wartian Herkku;Torikatu 38;Oulu;;90110;Finland
10417;Simons bistro;Peacock, Margaret;16-Feb-95;16-Mar-95;28-Feb-95;Federal Shipping;Rp70;Simons bistro;Vinbæltet 34;København;;1734;Denmark
10418;QUICK-Stop;Peacock, Margaret;17-Feb-95;17-Mar-95;24-Feb-95;Speedy Express;Rp18;QUICK-Stop;Taucherstraße 10;Cunewalde;;01307;Germany
10419;Richter Supermarkt;Peacock, Margaret;20-Feb-95;20-Mar-95;02-Mar-95;United Package;Rp137;Richter Supermarkt;Starenweg 5;Genève;;1204;Switzerland
10420;Wellington Importadora;Leverling, Janet;21-Feb-95;21-Mar-95;27-Feb-95;Speedy Express;Rp44;Wellington Importadora;Rua do Mercado, 12;Resende;SP;08737-363;Brazil
10421;Que Delícia;Callahan, Laura;21-Feb-95;04-Apr-95;27-Feb-95;Speedy Express;Rp99;Que Delícia;Rua da Panificadora, 12;Rio de Janeiro;RJ;02389-673;Brazil
10422;Franchi S.p.A.;Fuller, Andrew;22-Feb-95;22-Mar-95;03-Mar-95;Speedy Express;Rp3;Franchi S.p.A.;Via Monte Bianco 34;Torino;;10100;Italy
10423;Gourmet Lanchonetes;Suyama, Michael;23-Feb-95;09-Mar-95;27-Mar-95;Federal Shipping;Rp25;Gourmet Lanchonetes;Av. Brasil, 442;Campinas;SP;04876-786;Brazil
10424;Mère Paillarde;King, Robert;23-Feb-95;23-Mar-95;27-Feb-95;United Package;Rp371;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
10425;La maison d'Asie;Suyama, Michael;24-Feb-95;24-Mar-95;17-Mar-95;United Package;Rp8;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;France
10426;Galería del gastrónomo;Peacock, Margaret;27-Feb-95;27-Mar-95;09-Mar-95;Speedy Express;Rp19;Galería del gastronómo;Rambla de Cataluña, 23;Barcelona;;8022;Spain
10427;Piccolo und mehr;Peacock, Margaret;27-Feb-95;27-Mar-95;03-Apr-95;United Package;Rp31;Piccolo und mehr;Geislweg 14;Salzburg;;5020;Austria
10428;Reggiani Caseifici;King, Robert;28-Feb-95;28-Mar-95;07-Mar-95;Speedy Express;Rp11;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;42100;Italy
10429;Hungry Owl All-Night Grocers;Leverling, Janet;01-Mar-95;12-Apr-95;10-Mar-95;United Package;Rp57;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland
10430;Ernst Handel;Peacock, Margaret;02-Mar-95;16-Mar-95;06-Mar-95;Speedy Express;Rp459;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
10431;Bottom-Dollar Markets;Peacock, Margaret;02-Mar-95;16-Mar-95;10-Mar-95;United Package;Rp44;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canada
10432;Split Rail Beer & Ale;Leverling, Janet;03-Mar-95;17-Mar-95;10-Mar-95;United Package;Rp4;Split Rail Beer & Ale;P.O. Box 555;Lander;WY;82520;USA
10433;Princesa Isabel Vinhos;Leverling, Janet;06-Mar-95;03-Apr-95;04-Apr-95;Federal Shipping;Rp74;Princesa Isabel Vinhos;Estrada da saúde n. 58;Lisboa;;1756;Portugal
10434;Folk och fä HB;Leverling, Janet;06-Mar-95;03-Apr-95;16-Mar-95;United Package;Rp18;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Sweden
10435;Consolidated Holdings;Callahan, Laura;07-Mar-95;18-Apr-95;10-Mar-95;United Package;Rp9;Consolidated Holdings;"Berkeley Gardens
12  Brewery";London;;WX1 6LT;UK
10436;Blondel père et fils;Leverling, Janet;08-Mar-95;05-Apr-95;14-Mar-95;United Package;Rp157;Blondel père et fils;24, place Kléber;Strasbourg;;67000;France
10437;Wartian Herkku;Callahan, Laura;08-Mar-95;05-Apr-95;15-Mar-95;Speedy Express;Rp20;Wartian Herkku;Torikatu 38;Oulu;;90110;Finland
10438;Toms Spezialitäten;Leverling, Janet;09-Mar-95;06-Apr-95;17-Mar-95;United Package;Rp8;Toms Spezialitäten;Luisenstr. 48;Münster;;44087;Germany
10439;Mère Paillarde;Suyama, Michael;10-Mar-95;07-Apr-95;13-Mar-95;Federal Shipping;Rp4;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
10440;Save-a-lot Markets;Peacock, Margaret;13-Mar-95;10-Apr-95;31-Mar-95;United Package;Rp87;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
10441;Old World Delicatessen;Leverling, Janet;13-Mar-95;24-Apr-95;14-Apr-95;United Package;Rp73;Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;USA
10442;Ernst Handel;Leverling, Janet;14-Mar-95;11-Apr-95;21-Mar-95;United Package;Rp48;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
10443;Reggiani Caseifici;Callahan, Laura;15-Mar-95;12-Apr-95;17-Mar-95;Speedy Express;Rp14;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;42100;Italy
10444;Berglunds snabbköp;Leverling, Janet;15-Mar-95;12-Apr-95;24-Mar-95;Federal Shipping;Rp4;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Sweden
10445;Berglunds snabbköp;Leverling, Janet;16-Mar-95;13-Apr-95;23-Mar-95;Speedy Express;Rp9;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Sweden
10446;Toms Spezialitäten;Suyama, Michael;17-Mar-95;14-Apr-95;22-Mar-95;Speedy Express;Rp15;Toms Spezialitäten;Luisenstr. 48;Münster;;44087;Germany
10447;Ricardo Adocicados;Peacock, Margaret;17-Mar-95;14-Apr-95;07-Apr-95;United Package;Rp69;Ricardo Adocicados;Av. Copacabana, 267;Rio de Janeiro;RJ;02389-890;Brazil
10448;Rancho grande;Peacock, Margaret;20-Mar-95;17-Apr-95;27-Mar-95;United Package;Rp39;Rancho grande;Av. del Libertador 900;Buenos Aires;;1010;Argentina
10449;Blondel père et fils;Leverling, Janet;21-Mar-95;18-Apr-95;30-Mar-95;United Package;Rp53;Blondel père et fils;24, place Kléber;Strasbourg;;67000;France
10450;Victuailles en stock;Callahan, Laura;22-Mar-95;19-Apr-95;11-Apr-95;United Package;Rp7;Victuailles en stock;2, rue du Commerce;Lyon;;69004;France
10451;QUICK-Stop;Peacock, Margaret;22-Mar-95;05-Apr-95;12-Apr-95;Federal Shipping;Rp189;QUICK-Stop;Taucherstraße 10;Cunewalde;;01307;Germany
10452;Save-a-lot Markets;Callahan, Laura;23-Mar-95;20-Apr-95;29-Mar-95;Speedy Express;Rp140;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
10453;Around the Horn;Davolio, Nancy;24-Mar-95;21-Apr-95;29-Mar-95;United Package;Rp25;Around the Horn;"Brook Farm
Stratford St. Mary";Colchester;Essex;CO7 6JX;UK
10454;La maison d'Asie;Peacock, Margaret;24-Mar-95;21-Apr-95;28-Mar-95;Federal Shipping;Rp3;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;France
10455;Wartian Herkku;Callahan, Laura;27-Mar-95;08-May-95;03-Apr-95;United Package;Rp180;Wartian Herkku;Torikatu 38;Oulu;;90110;Finland
10456;Königlich Essen;Callahan, Laura;28-Mar-95;09-May-95;31-Mar-95;United Package;Rp8;Königlich Essen;Maubelstr. 90;Brandenburg;;14776;Germany
10457;Königlich Essen;Fuller, Andrew;28-Mar-95;25-Apr-95;03-Apr-95;Speedy Express;Rp12;Königlich Essen;Maubelstr. 90;Brandenburg;;14776;Germany
10458;Suprêmes délices;King, Robert;29-Mar-95;26-Apr-95;04-Apr-95;Federal Shipping;Rp147;Suprêmes délices;Boulevard Tirou, 255;Charleroi;;B-6000;Belgium
10459;Victuailles en stock;Peacock, Margaret;30-Mar-95;27-Apr-95;31-Mar-95;United Package;Rp25;Victuailles en stock;2, rue du Commerce;Lyon;;69004;France
10460;Folk och fä HB;Callahan, Laura;31-Mar-95;28-Apr-95;03-Apr-95;Speedy Express;Rp16;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Sweden
10461;LILA-Supermercado;Davolio, Nancy;31-Mar-95;28-Apr-95;05-Apr-95;Federal Shipping;Rp149;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela
10462;Consolidated Holdings;Fuller, Andrew;03-Apr-95;01-May-95;18-Apr-95;Speedy Express;Rp6;Consolidated Holdings;"Berkeley Gardens
12  Brewery";London;;WX1 6LT;UK
10463;Suprêmes délices;Buchanan, Steven;04-Apr-95;02-May-95;06-Apr-95;Federal Shipping;Rp15;Suprêmes délices;Boulevard Tirou, 255;Charleroi;;B-6000;Belgium
10464;Furia Bacalhau e Frutos do Mar;Peacock, Margaret;04-Apr-95;02-May-95;14-Apr-95;United Package;Rp89;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;1675;Portugal
10465;Vaffeljernet;Davolio, Nancy;05-Apr-95;03-May-95;14-Apr-95;Federal Shipping;Rp145;Vaffeljernet;Smagsløget 45;Århus;;8200;Denmark
10466;Comércio Mineiro;Peacock, Margaret;06-Apr-95;04-May-95;13-Apr-95;Speedy Express;Rp12;Comércio Mineiro;Av. dos Lusíadas, 23;São Paulo;SP;05432-043;Brazil
10467;Magazzini Alimentari Riuniti;Callahan, Laura;06-Apr-95;04-May-95;11-Apr-95;United Package;Rp5;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bergamo;;24100;Italy
10468;Königlich Essen;Leverling, Janet;07-Apr-95;05-May-95;12-Apr-95;Federal Shipping;Rp44;Königlich Essen;Maubelstr. 90;Brandenburg;;14776;Germany
10469;White Clover Markets;Davolio, Nancy;10-Apr-95;08-May-95;14-Apr-95;Speedy Express;Rp60;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;USA
10470;Bon app';Peacock, Margaret;11-Apr-95;09-May-95;14-Apr-95;United Package;Rp65;Bon app';12, rue des Bouchers;Marseille;;13008;France
10471;B's Beverages;Fuller, Andrew;11-Apr-95;09-May-95;18-Apr-95;Federal Shipping;Rp46;B's Beverages;Fauntleroy Circus;London;;EC2 5NT;UK
10472;Seven Seas Imports;Callahan, Laura;12-Apr-95;10-May-95;19-Apr-95;Speedy Express;Rp4;Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;UK
10473;Island Trading;Davolio, Nancy;13-Apr-95;27-Apr-95;21-Apr-95;Federal Shipping;Rp16;Island Trading;"Garden House
Crowther Way";Cowes;Isle of Wight;PO31 7PJ;UK
10474;Pericles Comidas clásicas;Buchanan, Steven;13-Apr-95;11-May-95;21-Apr-95;United Package;Rp83;Pericles Comidas clásicas;Calle Dr. Jorge Cash 321;México D.F.;;05033;Mexico
10475;Suprêmes délices;Dodsworth, Anne;14-Apr-95;12-May-95;05-May-95;Speedy Express;Rp69;Suprêmes délices;Boulevard Tirou, 255;Charleroi;;B-6000;Belgium
10476;HILARIÓN-Abastos;Callahan, Laura;17-Apr-95;15-May-95;24-Apr-95;Federal Shipping;Rp4;HILARIÓN-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
10477;Princesa Isabel Vinhos;Buchanan, Steven;17-Apr-95;15-May-95;25-Apr-95;United Package;Rp13;Princesa Isabel Vinhos;Estrada da saúde n. 58;Lisboa;;1756;Portugal
10478;Victuailles en stock;Fuller, Andrew;18-Apr-95;02-May-95;26-Apr-95;Federal Shipping;Rp5;Victuailles en stock;2, rue du Commerce;Lyon;;69004;France
10479;Rattlesnake Canyon Grocery;Leverling, Janet;19-Apr-95;17-May-95;21-Apr-95;Federal Shipping;Rp709;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA
10480;Folies gourmandes;Suyama, Michael;20-Apr-95;18-May-95;24-Apr-95;United Package;Rp1;Folies gourmandes;184, chaussée de Tournai;Lille;;59000;France
10481;Ricardo Adocicados;Callahan, Laura;20-Apr-95;18-May-95;25-Apr-95;United Package;Rp64;Ricardo Adocicados;Av. Copacabana, 267;Rio de Janeiro;RJ;02389-890;Brazil
10482;Lazy K Kountry Store;Davolio, Nancy;21-Apr-95;19-May-95;11-May-95;Federal Shipping;Rp7;Lazy K Kountry Store;12 Orchestra Terrace;Walla Walla;WA;99362;USA
10483;White Clover Markets;King, Robert;24-Apr-95;22-May-95;26-May-95;United Package;Rp15;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;USA
10484;B's Beverages;Leverling, Janet;24-Apr-95;22-May-95;02-May-95;Federal Shipping;Rp7;B's Beverages;Fauntleroy Circus;London;;EC2 5NT;UK
10485;LINO-Delicateses;Peacock, Margaret;25-Apr-95;09-May-95;01-May-95;United Package;Rp64;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela
10486;HILARIÓN-Abastos;Davolio, Nancy;26-Apr-95;24-May-95;03-May-95;United Package;Rp31;HILARIÓN-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
10487;Queen Cozinha;Fuller, Andrew;26-Apr-95;24-May-95;28-Apr-95;United Package;Rp71;Queen Cozinha;Alameda dos Canàrios, 891;São Paulo;SP;05487-020;Brazil
10488;Frankenversand;Callahan, Laura;27-Apr-95;25-May-95;03-May-95;United Package;Rp5;Frankenversand;Berliner Platz 43;München;;80805;Germany
10489;Piccolo und mehr;Suyama, Michael;28-Apr-95;26-May-95;10-May-95;United Package;Rp5;Piccolo und mehr;Geislweg 14;Salzburg;;5020;Austria
10490;HILARIÓN-Abastos;King, Robert;01-May-95;29-May-95;04-May-95;United Package;Rp210;HILARIÓN-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
10491;Furia Bacalhau e Frutos do Mar;Callahan, Laura;01-May-95;29-May-95;09-May-95;Federal Shipping;Rp17;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;1675;Portugal
10492;Bottom-Dollar Markets;Leverling, Janet;02-May-95;30-May-95;12-May-95;Speedy Express;Rp63;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canada
10493;La maison d'Asie;Peacock, Margaret;03-May-95;31-May-95;11-May-95;Federal Shipping;Rp11;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;France
10494;Comércio Mineiro;Peacock, Margaret;03-May-95;31-May-95;10-May-95;United Package;Rp66;Comércio Mineiro;Av. dos Lusíadas, 23;São Paulo;SP;05432-043;Brazil
10495;Laughing Bacchus Wine Cellars;Leverling, Janet;04-May-95;01-Jun-95;12-May-95;Federal Shipping;Rp5;Laughing Bacchus Wine Cellars;2319 Elm St.;Vancouver;BC;V3F 2K1;Canada
10496;Tradição Hipermercados;King, Robert;05-May-95;02-Jun-95;08-May-95;United Package;Rp47;Tradição Hipermercados;Av. Inês de Castro, 414;São Paulo;SP;05634-030;Brazil
10497;Lehmanns Marktstand;King, Robert;05-May-95;02-Jun-95;08-May-95;Speedy Express;Rp36;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany
10498;HILARIÓN-Abastos;Callahan, Laura;08-May-95;05-Jun-95;12-May-95;United Package;Rp30;HILARIÓN-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
10499;LILA-Supermercado;Peacock, Margaret;09-May-95;06-Jun-95;17-May-95;United Package;Rp102;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela
10500;La maison d'Asie;Suyama, Michael;10-May-95;07-Jun-95;18-May-95;Speedy Express;Rp43;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;France
10501;Blauer See Delikatessen;Dodsworth, Anne;10-May-95;07-Jun-95;17-May-95;Federal Shipping;Rp9;Blauer See Delikatessen;Forsterstr. 57;Mannheim;;68306;Germany
10502;Pericles Comidas clásicas;Fuller, Andrew;11-May-95;08-Jun-95;30-May-95;Speedy Express;Rp69;Pericles Comidas clásicas;Calle Dr. Jorge Cash 321;México D.F.;;05033;Mexico
10503;Hungry Owl All-Night Grocers;Suyama, Michael;12-May-95;09-Jun-95;17-May-95;United Package;Rp17;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland
10504;White Clover Markets;Peacock, Margaret;12-May-95;09-Jun-95;19-May-95;Federal Shipping;Rp59;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;USA
10505;Mère Paillarde;Leverling, Janet;15-May-95;12-Jun-95;22-May-95;Federal Shipping;Rp7;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
10506;Königlich Essen;Dodsworth, Anne;16-May-95;13-Jun-95;02-Jun-95;United Package;Rp21;Königlich Essen;Maubelstr. 90;Brandenburg;;14776;Germany
10507;Antonio Moreno Taquería;King, Robert;16-May-95;13-Jun-95;23-May-95;Speedy Express;Rp47;Antonio Moreno Taquería;Mataderos  2312;México D.F.;;05023;Mexico
10508;Ottilies Käseladen;Davolio, Nancy;17-May-95;14-Jun-95;13-Jun-95;United Package;Rp5;Ottilies Käseladen;Mehrheimerstr. 369;Köln;;50739;Germany
10509;Blauer See Delikatessen;Peacock, Margaret;18-May-95;15-Jun-95;30-May-95;Speedy Express;Rp0;Blauer See Delikatessen;Forsterstr. 57;Mannheim;;68306;Germany
10510;Save-a-lot Markets;Suyama, Michael;19-May-95;16-Jun-95;29-May-95;Federal Shipping;Rp368;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
10511;Bon app';Peacock, Margaret;19-May-95;16-Jun-95;22-May-95;Federal Shipping;Rp351;Bon app';12, rue des Bouchers;Marseille;;13008;France
10512;Familia Arquibaldo;King, Robert;22-May-95;19-Jun-95;25-May-95;United Package;Rp4;Familia Arquibaldo;Rua Orós, 92;São Paulo;SP;05442-030;Brazil
10513;Die Wandernde Kuh;King, Robert;23-May-95;04-Jul-95;29-May-95;Speedy Express;Rp106;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany
10514;Ernst Handel;Leverling, Janet;23-May-95;20-Jun-95;16-Jun-95;United Package;Rp790;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
10515;QUICK-Stop;Fuller, Andrew;24-May-95;07-Jun-95;23-Jun-95;Speedy Express;Rp204;QUICK-Stop;Taucherstraße 10;Cunewalde;;01307;Germany
10516;Hungry Owl All-Night Grocers;Fuller, Andrew;25-May-95;22-Jun-95;01-Jun-95;Federal Shipping;Rp63;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland
10517;North/South;Leverling, Janet;25-May-95;22-Jun-95;30-May-95;Federal Shipping;Rp32;North/South;"South House
300 Queensbridge";London;;SW7 1RZ;UK
10518;Tortuga Restaurante;Peacock, Margaret;26-May-95;09-Jun-95;05-Jun-95;United Package;Rp218;Tortuga Restaurante;Avda. Azteca 123;México D.F.;;05033;Mexico
10519;Chop-suey Chinese;Suyama, Michael;29-May-95;26-Jun-95;01-Jun-95;Federal Shipping;Rp92;Chop-suey Chinese;Hauptstr. 31;Bern;;3012;Switzerland
10520;Santé Gourmet;King, Robert;30-May-95;27-Jun-95;01-Jun-95;Speedy Express;Rp13;Santé Gourmet;Erling Skakkes gate 78;Stavern;;4110;Norway
10521;Cactus Comidas para llevar;Callahan, Laura;30-May-95;27-Jun-95;02-Jun-95;United Package;Rp17;Cactus Comidas para llevar;Cerrito 333;Buenos Aires;;1010;Argentina
10522;Lehmanns Marktstand;Peacock, Margaret;31-May-95;28-Jun-95;06-Jun-95;Speedy Express;Rp45;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany
10523;Seven Seas Imports;King, Robert;01-Jun-95;29-Jun-95;30-Jun-95;United Package;Rp78;Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;UK
10524;Berglunds snabbköp;Davolio, Nancy;01-Jun-95;29-Jun-95;07-Jun-95;United Package;Rp245;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Sweden
10525;Bon app';Davolio, Nancy;02-Jun-95;30-Jun-95;23-Jun-95;United Package;Rp11;Bon app';12, rue des Bouchers;Marseille;;13008;France
10526;Wartian Herkku;Peacock, Margaret;05-Jun-95;03-Jul-95;15-Jun-95;United Package;Rp59;Wartian Herkku;Torikatu 38;Oulu;;90110;Finland
10527;QUICK-Stop;King, Robert;05-Jun-95;03-Jul-95;07-Jun-95;Speedy Express;Rp42;QUICK-Stop;Taucherstraße 10;Cunewalde;;01307;Germany
10528;Great Lakes Food Market;Suyama, Michael;06-Jun-95;20-Jun-95;09-Jun-95;United Package;Rp3;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;USA
10529;Maison Dewey;Buchanan, Steven;07-Jun-95;05-Jul-95;09-Jun-95;United Package;Rp67;Maison Dewey;Rue Joseph-Bens 532;Bruxelles;;B-1180;Belgium
10530;Piccolo und mehr;Leverling, Janet;08-Jun-95;06-Jul-95;12-Jun-95;United Package;Rp339;Piccolo und mehr;Geislweg 14;Salzburg;;5020;Austria
10531;Océano Atlántico Ltda.;King, Robert;08-Jun-95;06-Jul-95;19-Jun-95;Speedy Express;Rp8;Océano Atlántico Ltda.;"Ing. Gustavo Moncada 8585
Piso 20-A";Buenos Aires;;1010;Argentina
10532;Eastern Connection;King, Robert;09-Jun-95;07-Jul-95;12-Jun-95;Federal Shipping;Rp74;Eastern Connection;35 King George;London;;WX3 6FW;UK
10533;Folk och fä HB;Callahan, Laura;12-Jun-95;10-Jul-95;22-Jun-95;Speedy Express;Rp188;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Sweden
10534;Lehmanns Marktstand;Callahan, Laura;12-Jun-95;10-Jul-95;14-Jun-95;United Package;Rp28;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany
10535;Antonio Moreno Taquería;Peacock, Margaret;13-Jun-95;11-Jul-95;21-Jun-95;Speedy Express;Rp16;Antonio Moreno Taquería;Mataderos  2312;México D.F.;;05023;Mexico
10536;Lehmanns Marktstand;Leverling, Janet;14-Jun-95;12-Jul-95;07-Jul-95;United Package;Rp59;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany
